 ElephantHeartbeat , BloodOxygen , BodyTemperature ,HealthStatus
29.46,94.25,36.74,Normal
33.76,94.05,36.11,Normal
28.91,94.82,36.13,Normal
39.94,94.56,36.2,Normal
30.77,94.56,36.66,Normal
33.99,94.81,37.17,Normal
33.96,94.08,36.57,Normal
26.13,93.5,37.01,Normal
38.58,94.55,36.32,Normal
35.87,94.85,36.22,Normal
29.53,94.82,36.5,Normal
36.67,94.58,36.71,Normal
34.02,93.98,36.81,Normal
26.99,94.49,36.16,Normal
29.6,94.77,36.71,Normal
36.8,94.69,36.43,Normal
30.98,94.58,36.97,Normal
31.11,94.63,36.14,Normal
37.62,93.53,36.61,Normal
39.11,94.47,36.72,Normal
32.3,93.87,36.15,Normal
37.92,93.76,36.65,Normal
28.16,94.5,36.69,Normal
29.84,94.86,36.75,Normal
37.16,93.58,36.38,Normal
25.1,93.68,37.19,Normal
36.05,94.02,36.52,Normal
28.28,94.22,36.43,Normal
33.8,93.58,36.98,Normal
30.64,94.6,36.12,Normal
39.9,94.73,36.58,Normal
32.32,94.82,36.4,Normal
37.5,94.01,37.08,Normal
34.97,93.83,37.12,Normal
27.4,93.83,36.15,Normal
30.04,94.2,36.68,Normal
28.7,93.88,36.18,Normal
27.75,93.66,37.09,Normal
37.58,94.3,37.03,Normal
28.01,94.22,36.84,Normal
25.72,94.65,36.14,Normal
26.59,93.96,37.14,Normal
32.68,93.78,36.75,Normal
35.89,94.01,36.17,Normal
37.13,94.84,36.47,Normal
38.34,94.55,36.4,Normal
25.14,94.62,36.31,Normal
29.26,94.21,36.53,Normal
32.41,94.61,36.85,Normal
30.97,93.91,36.84,Normal
26,94.81,36.42,Normal
32.5,94.06,36.26,Normal
38.35,94.45,36.96,Normal
29.35,94.26,36.93,Normal
32.13,94.06,36.9,Normal
30.55,94.66,36.38,Normal
25.74,94.58,37.03,Normal
30.89,94.01,36.6,Normal
32.03,94.14,36.26,Normal
28.94,94.06,36.99,Normal
28.64,93.71,36.28,Normal
36.36,94.48,36.82,Normal
37.4,93.81,36.78,Normal
35.33,94.66,36.83,Normal
37.22,93.97,36.77,Normal
30.59,93.7,36.44,Normal
31.33,94.01,36.14,Normal
36.33,93.72,37,Normal
38.23,94.74,36.27,Normal
32.02,94.54,36.86,Normal
36.76,93.87,36.13,Normal
34.31,94.24,36.98,Normal
27.35,93.61,36.59,Normal
35.09,94,36.7,Normal
25.32,93.96,37.16,Normal
28.37,94.34,36.92,Normal
33.97,94.58,36.67,Normal
30.32,94,36.42,Normal
32.25,93.71,36.55,Normal
32.61,93.91,36.94,Normal
31.87,94.84,37.03,Normal
35.07,94.07,37.14,Normal
39.35,93.54,36.51,Normal
29.3,94.23,36.87,Normal
25.21,93.82,36.6,Normal
35.89,94.82,36.19,Normal
26.18,93.85,37.13,Normal
32.41,93.85,36.96,Normal
31.5,93.92,36.87,Normal
36.95,94.51,36.16,Normal
30.89,94.2,36.86,Normal
33.09,93.65,36.81,Normal
38.23,94.22,37.09,Normal
31.34,94.65,36.32,Normal
35.1,93.68,36.64,Normal
34.18,94.57,36.37,Normal
38,94.54,37.06,Normal
28.23,93.56,36.25,Normal
30.13,94.68,36.96,Normal
33.57,94.77,36.57,Normal
31.13,93.89,36.35,Normal
32.36,94.08,36.46,Normal
30.48,94.23,36.38,Normal
26.09,94.35,36.5,Normal
30.26,93.52,36.65,Normal
31.62,94.47,37.09,Normal
27.21,93.52,36.5,Normal
32.13,94.24,36.14,Normal
39.79,94.67,36.6,Normal
34.8,94.67,36.56,Normal
35.9,93.93,36.18,Normal
25.8,94.4,36.55,Normal
39.64,93.56,36.35,Normal
39.68,94.5,36.3,Normal
28.57,94.82,37.12,Normal
28.62,94.88,36.86,Normal
32.19,94.38,36.83,Normal
35.03,93.98,36.53,Normal
34.17,93.76,36.63,Normal
38.71,94.02,36.3,Normal
25.05,94.53,36.54,Normal
26.21,94.8,36.68,Normal
27.39,93.9,37,Normal
26.52,94.23,36.43,Normal
30.21,93.91,36.84,Normal
29.61,94.19,36.37,Normal
28.29,93.86,36.38,Normal
33.35,93.88,36.51,Normal
25.71,93.52,36.31,Normal
28.69,93.88,37,Normal
28.29,94.12,36.98,Normal
29.57,94.48,36.14,Normal
33.13,93.83,36.36,Normal
29.9,94.85,36.2,Normal
26.57,94.48,36.12,Normal
28.53,93.65,36.17,Normal
30.97,94.64,37,Normal
39.26,94.52,36.64,Normal
26.51,94.3,36.22,Normal
37.09,93.99,36.58,Normal
35.52,94.15,36.71,Normal
30.54,93.73,36.85,Normal
36.3,94.69,36.11,Normal
35.26,94,37.1,Normal
30.47,93.96,36.31,Normal
37.13,94.83,36.19,Normal
38.26,94.63,36.27,Normal
27.24,94.2,36.91,Normal
26.85,94.43,36.19,Normal
27.96,94.18,36.11,Normal
29.69,94.2,36.12,Normal
32.27,93.95,36.22,Normal
31.77,94.43,36.75,Normal
35.35,94.14,37.03,Normal
37.87,94.04,36.55,Normal
27.23,94.84,36.72,Normal
38.41,94.81,36.54,Normal
34.02,94.3,36.23,Normal
36.23,94.21,36.86,Normal
28.6,94.8,36.34,Normal
25.74,94.13,36.26,Normal
36.33,94.55,36.66,Normal
38.31,93.83,37.08,Normal
39.92,94.39,36.25,Normal
27.66,94.03,36.13,Normal
37.67,94.77,36.96,Normal
29.42,93.74,37.06,Normal
30.86,94.85,37.17,Normal
36.7,94.56,36.66,Normal
33.23,93.6,37,Normal
25.68,94.85,37.04,Normal
36.95,94.56,36.68,Normal
25.49,93.67,36.44,Normal
36.58,94.43,36.68,Normal
30.88,93.52,36.14,Normal
36.21,94.16,37.02,Normal
39.01,94.39,36.67,Normal
31.65,93.54,36.78,Normal
34.59,94.22,36.95,Normal
39.07,94.58,36.35,Normal
39.25,94.41,36.36,Normal
36.85,94.13,36.16,Normal
28.1,94.51,37.05,Normal
32.03,94.8,36.77,Normal
28.63,93.85,36.44,Normal
29.62,93.52,36.73,Normal
28.24,94.86,37.15,Normal
29.22,94.84,37.07,Normal
38.12,94.33,36.54,Normal
26.64,94.2,36.29,Normal
27.41,93.74,36.88,Normal
27.68,93.82,36.78,Normal
25.27,94.59,36.97,Normal
29.74,94.37,36.73,Normal
37.07,94,36.62,Normal
30.91,94.65,36.72,Normal
29.59,94.08,36.63,Normal
26.04,94.34,36.35,Normal
34.87,94.31,36.81,Normal
31.88,94.12,36.5,Normal
33.41,94.69,36.64,Normal
25.59,93.55,36.25,Normal
33.18,94.16,36.7,Normal
32.74,94.39,36.36,Normal
27.02,93.86,36.91,Normal
31.2,93.55,36.43,Normal
31.84,93.87,36.49,Normal
37.18,94.83,36.88,Normal
30.75,94.71,36.35,Normal
38.79,94.52,36.13,Normal
30.18,94.49,37.15,Normal
27.39,94.65,36.64,Normal
25.18,94.81,37.08,Normal
33.32,94.13,37.19,Normal
35.32,94.33,36.51,Normal
26.63,94.65,37.01,Normal
37.75,94.72,36.77,Normal
35.97,94.1,36.64,Normal
26.99,94.62,36.34,Normal
37.09,93.93,36.54,Normal
30.37,94.52,36.64,Normal
29.59,94,37.15,Normal
36.65,94.58,36.54,Normal
31.77,94.09,36.5,Normal
29.9,93.62,36.46,Normal
28.2,94.26,36.87,Normal
33.52,94.22,36.24,Normal
29.52,94.84,37.06,Normal
34.82,93.9,36.26,Normal
32.33,94.79,36.52,Normal
35.87,93.64,36.57,Normal
36.08,93.54,37.16,Normal
25.01,94.15,36.71,Normal
30.58,94.65,36.4,Normal
31.35,94.24,37.16,Normal
33.97,94.3,36.73,Normal
29.53,93.94,37.13,Normal
25.97,93.83,36.83,Normal
31.29,93.76,36.94,Normal
34.25,93.64,36.41,Normal
33.47,94.62,36.11,Normal
27.27,93.52,36.35,Normal
28.1,94.57,36.87,Normal
35.91,93.88,36.93,Normal
26.18,94.39,36.64,Normal
25.56,94.79,37.12,Normal
30.55,93.95,36.76,Normal
27.03,94.59,36.58,Normal
36.71,93.89,37.07,Normal
39.02,93.58,37.16,Normal
26.27,94.57,36.43,Normal
39.25,94.7,36.86,Normal
31.49,93.99,36.82,Normal
34.72,93.95,36.61,Normal
37.99,94.88,36.92,Normal
29.4,94.36,37.12,Normal
33.16,94.72,36.77,Normal
38.37,94.34,36.77,Normal
33.64,94.9,36.36,Normal
34.52,94.8,37.04,Normal
30.56,93.52,36.98,Normal
32.03,94.23,36.21,Normal
27.37,93.59,36.69,Normal
29.31,94.15,36.72,Normal
31.29,94.18,36.28,Normal
39.47,93.71,37.09,Normal
36.61,93.65,36.82,Normal
28.7,94.29,36.96,Normal
27.71,94.44,36.58,Normal
30.33,94.33,36.45,Normal
35.04,93.99,36.16,Normal
35.06,94.12,37.13,Normal
35.85,93.82,36.32,Normal
32.06,94.26,36.43,Normal
25.54,93.69,36.32,Normal
36.21,93.95,37.08,Normal
33.75,94.37,36.16,Normal
28.31,93.87,36.34,Normal
38.3,93.53,36.57,Normal
38.32,93.66,36.65,Normal
30.49,94.81,36.18,Normal
39.69,94.36,36.24,Normal
33.09,93.65,36.26,Normal
28.6,93.6,36.23,Normal
32.3,94.29,36.53,Normal
35.44,94.08,36.44,Normal
34.83,94.54,36.48,Normal
26.11,93.93,36.15,Normal
33.54,94.17,37.07,Normal
30.63,94.47,37,Normal
25.72,93.95,36.53,Normal
39.18,94.13,36.52,Normal
36.03,93.71,36.25,Normal
37.39,93.93,36.61,Normal
38.16,93.71,36.43,Normal
33.35,94.84,37.15,Normal
34.82,94.67,37.16,Normal
33.04,94.76,36.16,Normal
39.25,94.85,37.01,Normal
29.4,93.61,36.14,Normal
39,94.21,36.22,Normal
26.65,93.96,37.06,Normal
32.55,94.57,36.38,Normal
32.45,94.39,36.67,Normal
38.91,94.58,36.26,Normal
36.12,94.34,36.82,Normal
30.23,94.58,37.13,Normal
33.12,94.61,37.14,Normal
39.81,94.62,36.12,Normal
28.03,93.89,36.34,Normal
30.98,93.59,36.64,Normal
28.49,94.62,37.16,Normal
26.13,94.53,37.04,Normal
34,94.33,37.12,Normal
28.73,93.56,36.31,Normal
27.95,94.08,36.91,Normal
25.24,93.85,36.16,Normal
25.74,94.68,36.12,Normal
34.73,93.74,36.79,Normal
37.73,94.64,36.81,Normal
37.85,93.55,36.54,Normal
39.6,93.88,37.07,Normal
38.45,94.63,36.61,Normal
29.35,93.94,36.2,Normal
38.01,94.67,36.17,Normal
36.54,94.88,36.54,Normal
36.79,93.55,36.19,Normal
35.67,93.9,36.45,Normal
34.32,93.79,36.96,Normal
33,94.72,36.31,Normal
37.71,94.74,36.34,Normal
36.03,94.59,37.03,Normal
38.16,93.52,36.75,Normal
27.11,94.27,36.36,Normal
34.01,94.16,36.5,Normal
29.14,94.83,36.91,Normal
34.45,93.98,36.82,Normal
26.86,94.68,36.83,Normal
29.23,94.47,36.44,Normal
33.1,94.5,36.4,Normal
39.38,93.53,36.44,Normal
26.31,94.6,36.39,Normal
34.9,94.3,36.24,Normal
33.93,93.9,36.99,Normal
33.02,93.59,36.21,Normal
35.45,93.55,36.24,Normal
38.25,94.45,36.32,Normal
39.71,94.74,36.42,Normal
30.82,93.58,36.79,Normal
30.65,94.3,36.42,Normal
30.86,94.09,36.38,Normal
33.87,93.66,36.17,Normal
35.09,94.12,36.59,Normal
33.68,94.79,36.71,Normal
34.91,94.54,36.36,Normal
32.29,93.84,36.42,Normal
34.35,93.72,36.5,Normal
25.42,93.77,36.3,Normal
30.43,93.59,36.95,Normal
29.24,94.24,37.03,Normal
37.63,94.72,36.77,Normal
26.15,93.99,36.56,Normal
30.24,94.07,36.48,Normal
38.62,94.44,36.91,Normal
27.96,94.53,36.9,Normal
34.28,94.36,36.67,Normal
29.63,93.54,36.61,Normal
36.52,93.99,36.41,Normal
38.24,94.08,36.36,Normal
37.32,93.53,36.69,Normal
32.14,93.86,36.21,Normal
38.31,93.71,36.81,Normal
34.42,94.04,36.77,Normal
34.68,94.43,36.74,Normal
29.54,94.28,37,Normal
36.72,94.79,36.11,Normal
39.16,93.66,36.16,Normal
31.27,94.71,36.72,Normal
28.66,94.09,36.56,Normal
28.04,94.13,36.16,Normal
34.24,94.71,36.91,Normal
38.43,94.53,36.56,Normal
35.25,94.13,37.13,Normal
34.99,93.5,36.43,Normal
30.49,94.11,36.43,Normal
28.01,93.8,37.05,Normal
36.65,93.9,36.43,Normal
29.54,94.67,37.04,Normal
39.51,94.09,37.11,Normal
37.41,94.03,36.15,Normal
33.15,93.52,36.98,Normal
31.83,94.59,36.35,Normal
31.08,93.57,36.29,Normal
36.21,93.74,36.75,Normal
39.46,94.74,36.64,Normal
39,94.67,36.22,Normal
32.4,94.78,36.71,Normal
34.48,94.22,36.75,Normal
30.89,94.09,36.95,Normal
37.46,94.01,36.19,Normal
31.06,94.12,37.19,Normal
33.86,94.47,37.07,Normal
35.98,94.34,37,Normal
30.33,94.29,36.89,Normal
27.75,93.95,36.81,Normal
32.82,94.74,36.99,Normal
30.76,93.86,36.93,Normal
25.22,94.14,37.11,Normal
26.86,94.83,36.89,Normal
26.31,93.54,36.56,Normal
34.46,94.68,36.87,Normal
30.19,94.31,37.14,Normal
30.28,94.8,36.6,Normal
36.71,94.3,37.08,Normal
31.08,94.56,36.71,Normal
39.39,94.72,36.11,Normal
31.93,94.41,36.47,Normal
26.69,94.69,36.85,Normal
35.51,93.59,36.72,Normal
35.95,94.65,36.83,Normal
37.09,94.3,37.12,Normal
35.29,93.93,36.77,Normal
26.13,93.93,37.07,Normal
33.02,93.94,36.51,Normal
35.14,94.36,36.32,Normal
28.76,93.56,36.28,Normal
32.76,94.25,36.48,Normal
25.67,94.15,36.27,Normal
39.05,93.66,37.15,Normal
29.4,94.65,36.92,Normal
37.73,93.91,36.58,Normal
27.03,94.41,36.84,Normal
35.68,93.91,36.47,Normal
33.73,94.16,36.23,Normal
31.89,93.82,36.94,Normal
25.66,93.65,36.93,Normal
39.16,94.48,36.82,Normal
25.69,93.76,36.94,Normal
35.65,93.86,36.2,Normal
34.74,94.84,36.32,Normal
27.55,93.67,36.35,Normal
31.53,94.68,36.23,Normal
29.76,93.69,36.44,Normal
29.84,94.71,36.58,Normal
33.64,93.68,37.17,Normal
27.1,94.24,36.73,Normal
30.89,94.6,36.98,Normal
26.33,93.58,37.08,Normal
32.83,94.65,36.39,Normal
32.97,94.61,36.72,Normal
26.49,94.31,36.44,Normal
25.29,94.28,36.71,Normal
39.55,94.68,36.15,Normal
36.2,93.56,36.65,Normal
29.12,94.47,36.66,Normal
38.24,94.8,36.56,Normal
27.36,93.75,37.17,Normal
34.6,93.97,36.82,Normal
36.46,93.6,37.11,Normal
29.3,93.85,36.48,Normal
34.4,94.63,36.4,Normal
32.02,94.52,36.94,Normal
26.54,94.47,36.81,Normal
28.95,93.63,36.45,Normal
28.78,93.8,37.02,Normal
38.75,94.7,36.22,Normal
34.65,93.51,37.19,Normal
37.12,94.34,36.61,Normal
32.98,93.66,36.64,Normal
32.3,94.1,36.13,Normal
27.03,94.12,36.71,Normal
27.72,93.89,36.36,Normal
30.16,94.49,37.04,Normal
36.61,93.7,36.95,Normal
25.29,94.75,36.72,Normal
34.25,93.61,36.59,Normal
34.6,94.85,36.14,Normal
30.78,93.91,36.49,Normal
33.3,94.58,36.92,Normal
25.48,93.97,37.15,Normal
39.8,93.87,36.66,Normal
37.87,93.53,37.14,Normal
36.31,94.35,36.96,Normal
38.58,93.8,37.09,Normal
38.56,94.74,37.01,Normal
27.24,94.11,37.03,Normal
32.37,93.7,36.8,Normal
39.13,93.98,36.17,Normal
29.05,94.75,36.42,Normal
26.41,94.11,36.87,Normal
26.12,93.93,36.65,Normal
35.36,93.52,36.82,Normal
27.03,93.9,36.94,Normal
37.16,94.87,36.54,Normal
26.83,93.65,36.14,Normal
27.56,93.95,36.92,Normal
30.78,93.99,36.56,Normal
34.47,93.93,36.2,Normal
37.45,93.71,36.24,Normal
36.84,94.07,36.44,Normal
31.18,93.62,36.17,Normal
32.63,93.73,36.45,Normal
29.55,94.06,37.04,Normal
25.38,94.66,36.24,Normal
29.53,93.8,36.25,Normal
38.64,93.71,36.21,Normal
25.21,94.9,36.84,Normal
31.02,94.31,36.41,Normal
35.41,93.7,37.19,Normal
29.99,94.33,36.25,Normal
29.93,94.6,37.17,Normal
27.85,93.67,37.18,Normal
39.83,94.74,36.43,Normal
29.5,93.65,36.57,Normal
27.1,93.63,36.8,Normal
28.41,94.3,36.5,Normal
28.82,94.59,37,Normal
31.82,93.66,36.42,Normal
29.46,94.79,36.19,Normal
37.07,94.45,36.17,Normal
26.82,94.74,36.32,Normal
35.5,94.84,36.3,Normal
28.98,93.66,36.9,Normal
32.05,94.58,36.46,Normal
25.55,94.1,37.01,Normal
38.22,94.56,36.61,Normal
35.96,94.01,36.59,Normal
34.62,94.17,36.52,Normal
31.11,93.94,36.82,Normal
38,93.51,36.7,Normal
35.36,94.39,36.38,Normal
28.13,94.79,36.38,Normal
28.08,94.31,37.05,Normal
37.3,93.81,36.25,Normal
32.63,94.37,36.58,Normal
36.72,94.53,36.89,Normal
36.37,93.55,36.65,Normal
39.98,94.88,36.59,Normal
26.17,93.89,36.27,Normal
32.78,94.41,36.88,Normal
33.55,94.75,37.01,Normal
29.78,94.78,36.49,Normal
35.41,94,36.26,Normal
39.31,93.86,36.71,Normal
30.02,94.29,36.13,Normal
33.49,93.86,36.49,Normal
27.92,93.64,36.71,Normal
34.67,93.89,36.35,Normal
37.13,94.39,36.27,Normal
31.32,94.51,37.11,Normal
28.87,93.51,36.65,Normal
37.02,94.47,36.35,Normal
25.88,94.79,37.08,Normal
35,94.44,36.67,Normal
27.93,94.62,36.58,Normal
37.67,94.87,36.15,Normal
33.89,94.48,36.66,Normal
30.19,93.55,36.47,Normal
36.87,93.69,36.34,Normal
35.49,94.51,37.07,Normal
33.54,93.5,36.64,Normal
39.24,93.91,37.11,Normal
36.05,93.93,36.7,Normal
37.46,93.62,37.2,Normal
36.99,93.86,36.46,Normal
28.98,94.49,36.57,Normal
27.77,94.68,36.91,Normal
37.13,94.03,37.11,Normal
30.42,94.66,37.1,Normal
38.07,94.17,36.88,Normal
29.14,93.54,36.27,Normal
33.87,93.62,36.43,Normal
27.08,94.35,36.33,Normal
31.93,94.03,37.01,Normal
29.44,94.4,36.98,Normal
32.12,94.07,37.08,Normal
31.7,93.66,36.43,Normal
30.44,94.8,36.63,Normal
25.03,94.03,36.86,Normal
27.22,94.53,36.53,Normal
30.66,93.72,36.77,Normal
35.64,93.62,37.01,Normal
25.59,94.77,36.64,Normal
33.08,94.26,36.97,Normal
32.53,94.37,36.73,Normal
32.37,93.62,37.2,Normal
28.18,93.51,36.61,Normal
29.04,94.15,36.49,Normal
30.83,94.29,36.87,Normal
26.63,93.66,36.74,Normal
26.41,93.68,36.86,Normal
35.5,94.7,36.88,Normal
27.16,94.75,36.88,Normal
26.51,94.62,36.52,Normal
33.45,94.23,36.25,Normal
30.44,93.64,36.46,Normal
33.66,94.84,36.67,Normal
31.43,94.83,36.55,Normal
30.19,94.55,36.11,Normal
30.35,94.11,36.27,Normal
33.2,94.37,36.21,Normal
30.01,94.84,36.41,Normal
27.44,94.09,36.12,Normal
28.57,94.31,36.62,Normal
26.22,94.46,37,Normal
25.82,93.56,36.18,Normal
29.96,94.69,36.71,Normal
33.49,93.95,36.64,Normal
36.82,94.29,36.58,Normal
39.69,93.59,37.01,Normal
34.05,94.57,36.84,Normal
29.04,94.17,36.47,Normal
30.79,94.12,36.84,Normal
28.48,94.5,36.82,Normal
39.94,94.52,36.7,Normal
30.14,93.85,36.98,Normal
32.22,93.94,36.88,Normal
26.46,93.61,36.36,Normal
35.47,93.81,37.01,Normal
28.71,93.77,36.89,Normal
35.74,94.38,36.56,Normal
37.88,94.46,36.92,Normal
35.27,93.77,36.65,Normal
35.68,93.9,36.92,Normal
34.68,93.74,36.12,Normal
27.04,93.54,37.11,Normal
33.66,94.04,36.57,Normal
25.78,94.12,37.1,Normal
28.4,93.51,36.88,Normal
28.11,94.88,36.21,Normal
39.74,94.23,36.33,Normal
33.7,93.9,37.19,Normal
30.87,93.74,36.33,Normal
26.53,94.4,37.15,Normal
33.24,93.94,36.62,Normal
35.86,93.91,36.19,Normal
33.72,94.6,36.31,Normal
36.6,94.52,36.68,Normal
38.03,93.93,36.7,Normal
30.9,94.51,36.11,Normal
32.78,94.86,36.88,Normal
26.54,93.57,37.14,Normal
33.68,93.72,37.06,Normal
33.78,94.77,37.18,Normal
31.17,94.87,36.86,Normal
30.04,94.36,37.04,Normal
32.48,94.58,36.52,Normal
39.65,94.07,37,Normal
36.5,93.69,36.45,Normal
35.82,94.07,36.22,Normal
29.22,94.41,36.3,Normal
38.19,94.22,36.49,Normal
27.91,94.74,37.14,Normal
29.84,93.51,36.58,Normal
38.8,93.6,37.15,Normal
37.51,94.79,36.6,Normal
28.69,94.84,36.58,Normal
26.27,93.83,36.83,Normal
36.15,94.67,36.67,Normal
36.32,93.99,36.21,Normal
26.8,94.07,36.7,Normal
33.62,93.73,36.92,Normal
35.85,94.1,36.96,Normal
31.27,94.33,36.33,Normal
29.15,94.18,37.16,Normal
39.88,93.73,36.84,Normal
28.27,94.55,36.53,Normal
33.22,94.44,37.14,Normal
35.39,93.86,36.5,Normal
35.06,93.89,36.6,Normal
38.39,94.79,36.83,Normal
37.67,93.63,36.87,Normal
26.38,94.08,36.34,Normal
30.99,94.23,36.79,Normal
30.2,94.6,36.37,Normal
35.94,93.7,36.53,Normal
26.88,94.01,36.98,Normal
34.25,93.84,36.75,Normal
27.56,93.51,37.16,Normal
38.15,94.06,36.46,Normal
32.97,94.63,37.11,Normal
29.4,93.99,36.74,Normal
39.13,93.78,37.01,Normal
36.03,94.49,36.47,Normal
26.26,93.8,36.6,Normal
39.77,94.02,36.24,Normal
39.26,93.62,36.56,Normal
27.68,94.18,36.92,Normal
37.77,93.63,36.65,Normal
25.72,94.74,36.3,Normal
35.8,93.76,36.14,Normal
34.02,94.55,36.89,Normal
37.36,93.94,36.92,Normal
26.01,94.46,36.63,Normal
28.89,94.26,36.89,Normal
32.93,93.88,37.01,Normal
34.62,94.56,37.2,Normal
31.02,93.56,37.13,Normal
35.94,93.84,36.38,Normal
34.48,94.48,36.14,Normal
36.51,94.19,36.58,Normal
33.56,94.34,36.92,Normal
38.55,93.95,36.75,Normal
29.62,93.64,36.74,Normal
36.88,93.91,36.85,Normal
27.23,94.69,36.91,Normal
28.47,94.76,36.46,Normal
28.52,94.34,36.49,Normal
25.2,94.43,37.05,Normal
30.28,94.54,36.96,Normal
38.88,94.6,36.94,Normal
26.47,93.86,36.9,Normal
35.72,93.99,37.02,Normal
33.68,94.89,36.55,Normal
28.97,94.78,36.67,Normal
27.42,93.62,36.6,Normal
35.36,94.63,36.64,Normal
39.03,94.7,37.03,Normal
31.82,93.64,36.34,Normal
25.06,93.83,36.72,Normal
26.85,94.28,36.18,Normal
26.28,94.79,36.88,Normal
36.72,93.91,36.91,Normal
39.05,94.8,36.1,Normal
38.19,93.71,36.29,Normal
26.26,94.04,36.22,Normal
39.67,94.57,36.46,Normal
37.67,94.77,36.12,Normal
32.7,94.59,37.05,Normal
28.18,94.9,36.71,Normal
31.17,94.27,36.92,Normal
33.32,93.98,36.19,Normal
29.91,94.61,36.32,Normal
26.37,93.51,36.16,Normal
38.27,94.47,36.1,Normal
25.07,93.8,37.01,Normal
28.8,94.26,37.16,Normal
36.81,94.4,36.97,Normal
31.56,94.04,36.67,Normal
35.87,94.49,36.82,Normal
26.89,94.54,37.15,Normal
33.74,94.4,36.63,Normal
38.42,94.16,36.16,Normal
28.31,94.88,36.43,Normal
39.48,93.77,37.05,Normal
27.18,93.91,36.58,Normal
28.95,94.77,36.25,Normal
29.14,94.35,36.56,Normal
28.72,94.52,36.21,Normal
35.8,94.15,36.42,Normal
27.29,94.74,36.89,Normal
25.76,94.28,36.63,Normal
30.36,94.9,36.54,Normal
28.16,94.41,36.33,Normal
34.76,94.69,36.97,Normal
28.83,94.36,37.1,Normal
38.45,94.52,36.54,Normal
38.72,94.31,37.1,Normal
25.35,94.83,36.36,Normal
35.74,94.13,36.37,Normal
37.02,94.14,36.84,Normal
35.25,94.51,36.99,Normal
36.8,94.14,37.09,Normal
33.65,93.54,36.92,Normal
36,94.25,36.14,Normal
32.41,94.21,36.66,Normal
38.9,93.95,36.95,Normal
31.66,94.81,36.12,Normal
25.81,94.53,36.25,Normal
28.43,93.91,37.18,Normal
31.51,94.55,36.11,Normal
28.19,93.59,36.5,Normal
39.6,94.45,37.11,Normal
29.49,94.39,37.16,Normal
27.79,93.65,36.12,Normal
37.06,93.79,36.42,Normal
25.41,94.62,37.02,Normal
27.51,94.01,36.91,Normal
28.13,94.37,36.62,Normal
33.12,94.12,36.2,Normal
35.88,93.64,36.42,Normal
38.32,93.8,36.12,Normal
31.58,93.91,37,Normal
32.47,94.08,36.54,Normal
29.99,94.22,37.07,Normal
37.37,93.63,36.79,Normal
25.86,94.15,36.13,Normal
38.59,93.68,36.67,Normal
38.25,94.87,36.72,Normal
33.12,93.96,36.19,Normal
30.62,94.47,37.01,Normal
34.69,97.08,34.26,Normal
33.6,97.17,35.18,Normal
37.01,95.68,35.38,Normal
35.29,96.23,35.13,Normal
37.02,98.86,35.99,Normal
35.03,95.24,34.03,Normal
38.97,96,34.85,Normal
29.45,97.35,34.03,Normal
31.59,99.21,34.12,Normal
36.48,97.39,35.89,Normal
26.41,97.24,34.94,Normal
28.17,97.67,33.92,Normal
38.36,99.63,34.33,Normal
26.49,96.71,34.96,Normal
27.51,97.81,35.85,Normal
25.92,98.1,35.75,Normal
29.41,99.59,34.89,Normal
25.18,99.63,34.68,Normal
30.25,96.11,34.01,Normal
32.33,95.01,35.84,Normal
30.19,96.79,35.12,Normal
38.52,98.96,35.83,Normal
25.13,96.86,34.61,Normal
38.82,99.72,35.7,Normal
32.69,95.82,34.48,Normal
28.96,97.67,34.67,Normal
39.33,96.79,35.46,Normal
25.35,99.78,35.55,Normal
38.26,98.28,34.86,Normal
39.56,99.7,34.65,Normal
34.81,96.07,35.08,Normal
31.72,96.25,35,Normal
31.51,95.01,34.34,Normal
33.67,96.41,35.78,Normal
27.2,97.35,35.86,Normal
37.29,98.38,35.49,Normal
31.04,97.44,34.37,Normal
38.41,97.92,33.95,Normal
33.21,100,35.1,Normal
28.14,96.31,35.57,Normal
26.82,96.9,35.24,Normal
36.63,99.45,35.97,Normal
33.21,97.41,33.98,Normal
30.38,97.76,35.87,Normal
26.46,97.57,34.7,Normal
29.98,99.34,34.79,Normal
27.25,97.39,35.85,Normal
27.25,97.5,35.71,Normal
36.68,96.56,35.41,Normal
26.09,96.17,34.26,Normal
27.43,95.79,34.78,Normal
26.94,97.45,35.41,Normal
39.34,95.27,35.82,Normal
25.08,96.01,34.96,Normal
33.23,96.25,34.33,Normal
33.1,95.19,35.81,Normal
33.99,97.4,35.24,Normal
34.42,96.73,35.64,Normal
27.83,97.29,35.27,Normal
27.32,98.53,33.98,Normal
32.02,99.01,35.75,Normal
38.96,97.17,35.96,Normal
30.58,95.35,34.14,Normal
31.5,97.29,35.08,Normal
26.71,95.94,35.08,Normal
30.61,96.63,34.75,Normal
27.7,95.79,35.38,Normal
37.75,95.3,34.14,Normal
25.2,99.22,35.36,Normal
31.28,97.46,34.5,Normal
39.84,98.47,35.79,Normal
27.38,95.1,34.65,Normal
27.82,98.52,35.28,Normal
34.79,98.34,35.55,Normal
27.42,97.62,35.19,Normal
37.88,96.05,34.32,Normal
26.09,97.12,34.8,Normal
31,99.41,35.01,Normal
28.59,95,35.85,Normal
29.62,98.81,35.75,Normal
30.32,98.71,34.84,Normal
28.64,95.53,34.71,Normal
34.18,96.77,35.41,Normal
26.1,98.19,34.96,Normal
31.87,97.87,34.15,Normal
